,Index,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$
2585,2585,2009-11-30,1.0937,1.3984
2586,2586,2009-12-01,1.0812,1.3727
2587,2587,2009-12-02,1.0797,1.3818
2588,2588,2009-12-03,1.0793,1.3826
2589,2589,2009-12-04,1.093,1.3949
2590,2590,2009-12-07,1.0953,1.4025
2591,2591,2009-12-08,1.101,1.4077
2592,2592,2009-12-09,1.1017,1.4035
2593,2593,2009-12-10,1.0913,1.3708
2594,2594,2009-12-11,1.0975,1.3814
2595,2595,2009-12-14,1.0922,1.3719
2596,2596,2009-12-15,1.103,1.3854
2597,2597,2009-12-16,1.1094,1.3845
2598,2598,2009-12-17,1.1293,1.4086
2599,2599,2009-12-18,1.1279,1.4104
2600,2600,2009-12-21,1.1321,1.4108
2601,2601,2009-12-22,1.1393,1.4239
2602,2602,2009-12-23,1.1349,1.4169999999999998
2603,2603,2009-12-24,1.1328,1.4184
2605,2605,2009-12-28,1.1268,1.4106
2606,2606,2009-12-29,1.115,1.3893
2607,2607,2009-12-30,1.1179,1.3864
2608,2608,2009-12-31,1.1137,1.3784
2610,2610,2010-01-04,1.0949,1.3648
2611,2611,2010-01-05,1.0937,1.3592
2612,2612,2010-01-06,1.0883,1.3596
2613,2613,2010-01-07,1.0908,1.3652
2614,2614,2010-01-08,1.0848,1.3628
2615,2615,2010-01-11,1.0758,1.3472
2616,2616,2010-01-12,1.082,1.3484
2617,2617,2010-01-13,1.084,1.3524
2618,2618,2010-01-14,1.0746,1.3468
2619,2619,2010-01-15,1.083,1.355
2621,2621,2010-01-19,1.0832,1.3548
2622,2622,2010-01-20,1.1007,1.3899
2623,2623,2010-01-21,1.1046,1.4002
2624,2624,2010-01-22,1.105,1.4025
2625,2625,2010-01-25,1.1074,1.4
2627,2627,2010-01-27,1.1152,1.4144
2628,2628,2010-01-28,1.1082,1.4047
2629,2629,2010-01-29,1.127,1.4192
2630,2630,2010-02-01,1.1265,1.4152
2631,2631,2010-02-02,1.1308,1.4053
2632,2632,2010-02-03,1.1340000000000001,1.4126
2633,2633,2010-02-04,1.1566,1.455
2634,2634,2010-02-05,1.1605,1.462
2635,2635,2010-02-08,1.1504,1.4539
2636,2636,2010-02-09,1.14,1.4409
2637,2637,2010-02-10,1.1442,1.4447
2638,2638,2010-02-11,1.1254,1.4286
2639,2639,2010-02-12,1.1313,1.4388
2641,2641,2010-02-16,1.1119,1.4186
2642,2642,2010-02-17,1.1119,1.4201
2643,2643,2010-02-18,1.1147,1.4253
2644,2644,2010-02-19,1.1168,1.4369999999999998
2645,2645,2010-02-22,1.1119,1.4265
2646,2646,2010-02-23,1.1192,1.4388
2647,2647,2010-02-24,1.1184,1.442
2648,2648,2010-02-25,1.1349,1.4575
2649,2649,2010-02-26,1.1159,1.4286
2650,2650,2010-03-01,1.111,1.4304
2651,2651,2010-03-02,1.1058,1.4364
2652,2652,2010-03-03,1.1017,1.4391
2653,2653,2010-03-04,1.1115,1.4545
2654,2654,2010-03-05,1.1031,1.4384
2655,2655,2010-03-08,1.1008,1.431
2656,2656,2010-03-09,1.0943,1.4231
2657,2657,2010-03-10,1.0905,1.4126
2658,2658,2010-03-11,1.0929,1.4294
2659,2659,2010-03-12,1.0927,1.4273
2660,2660,2010-03-15,1.0969,1.4288
2661,2661,2010-03-16,1.0931,1.4138
2662,2662,2010-03-17,1.084,1.3966
2663,2663,2010-03-18,1.0868,1.4015
2664,2664,2010-03-19,1.0912,1.4102
2665,2665,2010-03-22,1.0924,1.4176
2666,2666,2010-03-23,1.0886,1.415
2667,2667,2010-03-24,1.1001,1.4239
2668,2668,2010-03-25,1.0966,1.4114
2669,2669,2010-03-26,1.1059999999999999,1.4213
2670,2670,2010-03-29,1.0927,1.4108
2671,2671,2010-03-30,1.089,1.4096
2672,2672,2010-03-31,1.0906,1.4088
2673,2673,2010-04-01,1.0855,1.4126
2674,2674,2010-04-02,1.0885,1.4164
2675,2675,2010-04-05,1.0858,1.4188
2676,2676,2010-04-06,1.0806,1.4265
2677,2677,2010-04-07,1.0768,1.4126
2678,2678,2010-04-08,1.0772,1.4148
2679,2679,2010-04-09,1.0723,1.3966
2680,2680,2010-04-12,1.0756,1.4017
2681,2681,2010-04-13,1.0783,1.4021
2682,2682,2010-04-14,1.0685,1.399
2683,2683,2010-04-15,1.0727,1.4071
2684,2684,2010-04-16,1.0808,1.4126
2685,2685,2010-04-19,1.0887,1.4144
2686,2686,2010-04-20,1.0739,1.4053
2687,2687,2010-04-21,1.0778,1.4102
2688,2688,2010-04-22,1.0815,1.4096
2689,2689,2010-04-23,1.0835,1.3994
2690,2690,2010-04-26,1.0784,1.3816
2691,2691,2010-04-27,1.0905,1.4065
2692,2692,2010-04-28,1.0846,1.3953
2693,2693,2010-04-29,1.0779,1.3831
2694,2694,2010-04-30,1.0746,1.3661
2695,2695,2010-05-03,1.0805,1.3686
2696,2696,2010-05-04,1.0959,1.3827
2697,2697,2010-05-05,1.0995,1.3926
2698,2698,2010-05-06,1.1187,1.4
2699,2699,2010-05-07,1.1249,1.3986
2700,2700,2010-05-10,1.1091,1.3848
2701,2701,2010-05-11,1.1123,1.3873
2702,2702,2010-05-12,1.1203,1.4017
2703,2703,2010-05-13,1.1114,1.3935
2704,2704,2010-05-14,1.1254,1.4059
2705,2705,2010-05-17,1.1448,1.4409
2706,2706,2010-05-18,1.1459,1.4329
2707,2707,2010-05-19,1.1933,1.4909999999999999
2708,2708,2010-05-20,1.2121,1.4928
2709,2709,2010-05-21,1.2045,1.4699
2710,2710,2010-05-24,1.2013,1.4809999999999999
2711,2711,2010-05-25,1.2237,1.5022
2712,2712,2010-05-26,1.2061,1.5006
2713,2713,2010-05-27,1.1811,1.4665
2714,2714,2010-05-28,1.1777,1.4709999999999999
2716,2716,2010-06-01,1.1909999999999998,1.4678
2717,2717,2010-06-02,1.1969,1.4734
2718,2718,2010-06-03,1.1876,1.4654
2719,2719,2010-06-04,1.2079,1.4863
2720,2720,2010-06-07,1.2207,1.506
2721,2721,2010-06-08,1.2148,1.5033
2722,2722,2010-06-09,1.1995,1.4869999999999999
2723,2723,2010-06-10,1.1808,1.4599
2724,2724,2010-06-11,1.1774,1.4514
2725,2725,2010-06-14,1.1582,1.4284
2726,2726,2010-06-15,1.1606,1.4358
2727,2727,2010-06-16,1.1563,1.4304
2728,2728,2010-06-17,1.1563,1.4239
2729,2729,2010-06-18,1.1496,1.4180000000000001
2730,2730,2010-06-21,1.1340000000000001,1.4031
2731,2731,2010-06-22,1.1375,1.411
2732,2732,2010-06-23,1.1443,1.4013
2733,2733,2010-06-24,1.1533,1.4169999999999998
2734,2734,2010-06-25,1.1518,1.4086
2735,2735,2010-06-28,1.1444,1.4106
2736,2736,2010-06-29,1.173,1.4405
2737,2737,2010-06-30,1.1792,1.4491
2738,2738,2010-07-01,1.1933,1.4562
2739,2739,2010-07-02,1.186,1.4495
2741,2741,2010-07-06,1.1689,1.4343
2742,2742,2010-07-07,1.1671,1.4335
2743,2743,2010-07-08,1.1406,1.4114
2744,2744,2010-07-09,1.1425,1.4108
2745,2745,2010-07-12,1.1451,1.4094
2746,2746,2010-07-13,1.1337,1.3899
2747,2747,2010-07-14,1.1294,1.3805
2748,2748,2010-07-15,1.1388,1.3839
2749,2749,2010-07-16,1.1485,1.4061
2750,2750,2010-07-19,1.1505,1.4154
2751,2751,2010-07-20,1.1379,1.4039
2752,2752,2010-07-21,1.1333,1.3933
2753,2753,2010-07-22,1.1211,1.3814
2754,2754,2010-07-23,1.1178,1.3725
2755,2755,2010-07-26,1.1114,1.3659
2756,2756,2010-07-27,1.109,1.3644
2757,2757,2010-07-28,1.1199,1.3749
2758,2758,2010-07-29,1.1135,1.385
2759,2759,2010-07-30,1.1049,1.3772
2760,2760,2010-08-02,1.0947,1.3626
2761,2761,2010-08-03,1.0929,1.3605
2762,2762,2010-08-04,1.0917,1.3609
2763,2763,2010-08-05,1.0952,1.3757
2764,2764,2010-08-06,1.0911,1.3708
2765,2765,2010-08-09,1.0905,1.3702
2766,2766,2010-08-10,1.1006,1.3881
2767,2767,2010-08-11,1.1104,1.3937
2768,2768,2010-08-12,1.1156,1.4088
2769,2769,2010-08-13,1.1167,1.4124
2770,2770,2010-08-16,1.1141,1.4112
2771,2771,2010-08-17,1.1029,1.3998
2772,2772,2010-08-18,1.1117,1.3968
2773,2773,2010-08-19,1.1201,1.4142
2774,2774,2010-08-20,1.126,1.4235
2775,2775,2010-08-23,1.1198,1.4124
2776,2776,2010-08-24,1.1284,1.4146
2777,2777,2010-08-25,1.1355,1.4327
2778,2778,2010-08-26,1.126,1.4198
2779,2779,2010-08-27,1.1137,1.4073
2780,2780,2010-08-30,1.1186,1.4106
2781,2781,2010-08-31,1.1223,1.4296
2782,2782,2010-09-01,1.0997,1.4029
2783,2783,2010-09-02,1.0984,1.3982
2784,2784,2010-09-03,1.0923,1.3869999999999998
2786,2786,2010-09-07,1.0937,1.3856
2787,2787,2010-09-08,1.0887,1.3826
2788,2788,2010-09-09,1.0813,1.3763
2789,2789,2010-09-10,1.0801,1.374
2790,2790,2010-09-13,1.0685,1.3630000000000002
2791,2791,2010-09-14,1.0598,1.3559
2792,2792,2010-09-15,1.0642,1.3643
2793,2793,2010-09-16,1.0694,1.3837
2794,2794,2010-09-17,1.0663,1.3768
2795,2795,2010-09-20,1.055,1.3702
2796,2796,2010-09-21,1.0554,1.3732
2797,2797,2010-09-22,1.0487,1.3598
2798,2798,2010-09-23,1.0484,1.3661
2799,2799,2010-09-24,1.0434,1.3624
2800,2800,2010-09-27,1.0393,1.3605
2801,2801,2010-09-28,1.0338,1.3537
2802,2802,2010-09-29,1.0294,1.3546
2803,2803,2010-09-30,1.0373,1.3644
2804,2804,2010-10-01,1.0299,1.3472
2805,2805,2010-10-04,1.0346,1.349
2806,2806,2010-10-05,1.031,1.3358
2807,2807,2010-10-06,1.0224,1.3252
2808,2808,2010-10-07,1.0188,1.334
2809,2809,2010-10-08,1.0136,1.3254
2811,2811,2010-10-12,1.0154,1.327
2812,2812,2010-10-13,1.0079,1.3115
2813,2813,2010-10-14,1.0057,1.3186
2814,2814,2010-10-15,1.0118,1.3231
2815,2815,2010-10-18,1.0084,1.3208
2816,2816,2010-10-19,1.0248,1.3346
2817,2817,2010-10-20,1.0154,1.327
2818,2818,2010-10-21,1.0165,1.3332
2819,2819,2010-10-22,1.0221,1.3421
2820,2820,2010-10-25,1.0067,1.3266
2821,2821,2010-10-26,1.0139,1.3337
2822,2822,2010-10-27,1.031,1.3448
2823,2823,2010-10-28,1.0218,1.3249
2824,2824,2010-10-29,1.0206,1.3115
2825,2825,2010-11-01,1.0124,1.3028
2826,2826,2010-11-02,1.001,1.2958
2827,2827,2010-11-03,1.0033,1.2898
2828,2828,2010-11-04,0.9859,1.2585
2829,2829,2010-11-05,0.9864,1.2588
2830,2830,2010-11-08,0.9868,1.2655
2831,2831,2010-11-09,0.9881,1.2711
2832,2832,2010-11-10,0.9975,1.2802
2834,2834,2010-11-12,1.0095,1.2877
2835,2835,2010-11-15,1.0097,1.287
2836,2836,2010-11-16,1.0251,1.3031
2837,2837,2010-11-17,1.0182,1.2953
2838,2838,2010-11-18,1.0111,1.2865
2839,2839,2010-11-19,1.0156,1.2868
2840,2840,2010-11-22,1.0135,1.2952
2841,2841,2010-11-23,1.0277,1.3127
2842,2842,2010-11-24,1.0181,1.3115
2844,2844,2010-11-26,1.0373,1.3324
2845,2845,2010-11-29,1.0423,1.3428
2846,2846,2010-11-30,1.0409,1.3432
2847,2847,2010-12-01,1.0336,1.3339
2848,2848,2010-12-02,1.0231,1.3226
2849,2849,2010-12-03,1.0125,1.3115
2850,2850,2010-12-06,1.0118,1.3156
2851,2851,2010-12-07,1.0107,1.3132
2852,2852,2010-12-08,1.0225,1.3365
2853,2853,2010-12-09,1.018,1.3392
2854,2854,2010-12-10,1.0146,1.3358
2855,2855,2010-12-13,1.0058,1.3242
2856,2856,2010-12-14,1.0002,1.3273
2857,2857,2010-12-15,1.0084,1.3439
2858,2858,2010-12-16,1.0136,1.3572
2859,2859,2010-12-17,1.0148,1.3587
2860,2860,2010-12-20,1.0067,1.3472
2861,2861,2010-12-21,1.0028,1.3444
2862,2862,2010-12-22,0.9997,1.347
2863,2863,2010-12-23,0.9949,1.3353
2865,2865,2010-12-27,0.9974,1.3371
2866,2866,2010-12-28,0.9889,1.3238
2867,2867,2010-12-29,0.9849,1.3065
2868,2868,2010-12-30,0.9879,1.3009
2870,2870,2011-01-03,0.9804,1.288
2871,2871,2011-01-04,0.9956,1.3034
2872,2872,2011-01-05,0.9997,1.3127
2873,2873,2011-01-06,1.0041,1.3177
2874,2874,2011-01-07,1.0046,1.3189
2875,2875,2011-01-10,1.0064,1.3104
2876,2876,2011-01-11,1.0129,1.3156
2877,2877,2011-01-12,1.0066,1.3161
2878,2878,2011-01-13,0.9997,1.2987
2879,2879,2011-01-14,1.0115,1.3021
2881,2881,2011-01-18,1.002,1.2979
2882,2882,2011-01-19,0.997,1.2953
2883,2883,2011-01-20,1.0134,1.3224
2884,2884,2011-01-21,1.0109,1.3193
2885,2885,2011-01-24,0.9999,1.3084
2886,2886,2011-01-25,1.0091,1.3089
2887,2887,2011-01-26,1.0052,1.305
2888,2888,2011-01-27,1.0094,1.2957
2889,2889,2011-01-28,1.0075,1.2947
2890,2890,2011-01-31,1.0024,1.2928
2891,2891,2011-02-01,0.9879,1.2821
2892,2892,2011-02-02,0.9938,1.2830000000000001
2893,2893,2011-02-03,0.9859,1.2925
2894,2894,2011-02-04,0.9863,1.3007
2895,2895,2011-02-07,0.9863,1.2977
2896,2896,2011-02-08,0.9827,1.2862
2897,2897,2011-02-09,0.9906,1.2967
2898,2898,2011-02-10,0.9939,1.3024
2899,2899,2011-02-11,0.9999,1.3172
2900,2900,2011-02-14,0.9976,1.3214
2901,2901,2011-02-15,1.0011,1.3303
2902,2902,2011-02-16,1.0016,1.3287
2903,2903,2011-02-17,0.9885,1.3165
2904,2904,2011-02-18,0.9858,1.3099
2906,2906,2011-02-22,1.0008,1.3351
2907,2907,2011-02-23,0.9999,1.3417
2908,2908,2011-02-24,0.9913,1.3376
2909,2909,2011-02-25,0.9847,1.3308
2910,2910,2011-02-28,0.9829,1.3294
2911,2911,2011-03-01,0.9843,1.3319
2912,2912,2011-03-02,0.9845,1.3473
2913,2913,2011-03-03,0.9871,1.3508
2914,2914,2011-03-04,0.9890000000000001,1.3574
2915,2915,2011-03-07,0.9891,1.3581
2916,2916,2011-03-08,0.9888,1.3497
2917,2917,2011-03-09,0.9890000000000001,1.3517
2918,2918,2011-03-10,0.9983,1.3589
2919,2919,2011-03-11,0.9891,1.3425
2920,2920,2011-03-14,0.9928,1.3559
2921,2921,2011-03-15,1.0101,1.3693
2922,2922,2011-03-16,1.0161,1.371
2923,2923,2011-03-17,1.018,1.3873
2924,2924,2011-03-18,1.0047,1.3704
2925,2925,2011-03-21,0.9956,1.3646
2926,2926,2011-03-22,0.9883,1.3488
2927,2927,2011-03-23,0.9896,1.3519
2928,2928,2011-03-24,0.9786,1.3307
2929,2929,2011-03-25,0.9726,1.3238
2930,2930,2011-03-28,0.9727,1.3256
2931,2931,2011-03-29,0.9743,1.3233
2932,2932,2011-03-30,0.9691,1.3122
2933,2933,2011-03-31,0.9654,1.3091
2934,2934,2011-04-01,0.9627,1.3041
2935,2935,2011-04-04,0.966,1.3036
2936,2936,2011-04-05,0.9666,1.2984
2937,2937,2011-04-06,0.9592,1.2847
2938,2938,2011-04-07,0.9564,1.2865
2939,2939,2011-04-08,0.9496,1.2788
2940,2940,2011-04-11,0.9493,1.2794
2941,2941,2011-04-12,0.9551,1.2739
2942,2942,2011-04-13,0.9520000000000001,1.266
2943,2943,2011-04-14,0.9503,1.2626
2944,2944,2011-04-15,0.9471,1.2545
2945,2945,2011-04-18,0.9533,1.2708
2946,2946,2011-04-19,0.9517,1.27
2947,2947,2011-04-20,0.9366,1.2541
2948,2948,2011-04-21,0.9305,1.2467
2949,2949,2011-04-22,0.9315,1.2477
2950,2950,2011-04-25,0.9331,1.2506
2951,2951,2011-04-26,0.9283,1.2422
2952,2952,2011-04-27,0.9268,1.2477
2953,2953,2011-04-28,0.9179999999999999,1.2488
2954,2954,2011-04-29,0.9143,1.2395
2955,2955,2011-05-02,0.9116,1.2364
2956,2956,2011-05-03,0.9157,1.2421
2957,2957,2011-05-04,0.9289,1.2663
2958,2958,2011-05-05,0.9397,1.2711
2959,2959,2011-05-06,0.9291,1.2572
2960,2960,2011-05-09,0.9299,1.2621
2961,2961,2011-05-10,0.9257,1.261
2962,2962,2011-05-11,0.9297,1.2637
2963,2963,2011-05-12,0.9388,1.2552
2964,2964,2011-05-13,0.9465,1.2732
2965,2965,2011-05-16,0.9416,1.2739
2966,2966,2011-05-17,0.9489,1.285
2967,2967,2011-05-18,0.9419,1.2669
2968,2968,2011-05-19,0.9422,1.2692
2969,2969,2011-05-20,0.9395,1.2604
2970,2970,2011-05-23,0.9527,1.2689
2971,2971,2011-05-24,0.9474,1.2538
2972,2972,2011-05-25,0.9490000000000001,1.25
2973,2973,2011-05-26,0.9443,1.2372
2974,2974,2011-05-27,0.9336,1.2214
2976,2976,2011-05-31,0.9381,1.2149
2977,2977,2011-06-01,0.9332,1.216
2978,2978,2011-06-02,0.9419,1.2294
2979,2979,2011-06-03,0.9334,1.2264
2980,2980,2011-06-06,0.9314,1.2249
2981,2981,2011-06-07,0.9334,1.2183
2982,2982,2011-06-08,0.9403,1.2246
2983,2983,2011-06-09,0.9397,1.2055
2984,2984,2011-06-10,0.9463,1.214
2985,2985,2011-06-13,0.9468,1.2291
2986,2986,2011-06-14,0.9354,1.2219
2987,2987,2011-06-15,0.9415,1.2356
2988,2988,2011-06-16,0.9487,1.2449
2989,2989,2011-06-17,0.9416,1.2335
2990,2990,2011-06-20,0.9446,1.2318
2991,2991,2011-06-21,0.9436,1.2315
2992,2992,2011-06-22,0.9405,1.2226
2993,2993,2011-06-23,0.9538,1.2335
2994,2994,2011-06-24,0.9503,1.2318
2995,2995,2011-06-27,0.9579,1.2408
2996,2996,2011-06-28,0.9505,1.2344
2997,2997,2011-06-29,0.9369,1.2158
2998,2998,2011-06-30,0.9318,1.2071
2999,2999,2011-07-01,0.9299,1.2088
3001,3001,2011-07-05,0.9348,1.2074
3002,3002,2011-07-06,0.9349,1.2074
3003,3003,2011-07-07,0.929,1.2042
3004,3004,2011-07-08,0.9322,1.1998
3005,3005,2011-07-11,0.9379,1.2054
3006,3006,2011-07-12,0.9411,1.2182
3007,3007,2011-07-13,0.9291,1.1962
3008,3008,2011-07-14,0.9309999999999999,1.1844
3009,3009,2011-07-15,0.9384,1.185
3010,3010,2011-07-18,0.9465,1.1867
3011,3011,2011-07-19,0.9347,1.1688
3012,3012,2011-07-20,0.9322,1.1697
3013,3013,2011-07-21,0.9228,1.1586
3014,3014,2011-07-22,0.9216,1.1567
3015,3015,2011-07-25,0.9214,1.1545
3016,3016,2011-07-26,0.9139,1.1485
3017,3017,2011-07-27,0.9069,1.1501
3018,3018,2011-07-28,0.907,1.146
3019,3019,2011-07-29,0.909,1.1395
3020,3020,2011-08-01,0.9149,1.1438
3021,3021,2011-08-02,0.9225,1.1465
3022,3022,2011-08-03,0.9327,1.1587
3023,3023,2011-08-04,0.9509,1.1836
3024,3024,2011-08-05,0.9634,1.2022
3025,3025,2011-08-08,0.9661,1.2024
3026,3026,2011-08-09,0.9812,1.2192
3027,3027,2011-08-10,0.9794,1.2315
3028,3028,2011-08-11,0.9738,1.214
3029,3029,2011-08-12,0.966,1.2021
3030,3030,2011-08-15,0.9544,1.2058
3031,3031,2011-08-16,0.9532,1.195
3032,3032,2011-08-17,0.9485,1.1923
3033,3033,2011-08-18,0.9622,1.2102
3034,3034,2011-08-19,0.9575,1.2132
3035,3035,2011-08-22,0.96,1.2137
3036,3036,2011-08-23,0.9515,1.1977
3037,3037,2011-08-24,0.955,1.2076
3038,3038,2011-08-25,0.9563,1.2064
3039,3039,2011-08-26,0.9458,1.1901
3040,3040,2011-08-29,0.9417,1.1836
3041,3041,2011-08-30,0.9367,1.1716
3042,3042,2011-08-31,0.9344,1.1695
3043,3043,2011-09-01,0.9302,1.1741
3044,3044,2011-09-02,0.9366,1.1776
3046,3046,2011-09-06,0.9515,1.2151
3047,3047,2011-09-07,0.9422,1.2063
3048,3048,2011-09-08,0.9407,1.1957
3049,3049,2011-09-09,0.9573,1.2174
3050,3050,2011-09-12,0.9697,1.2179
3051,3051,2011-09-13,0.9690000000000001,1.2136
3052,3052,2011-09-14,0.9771,1.2171
3053,3053,2011-09-15,0.9696,1.212
3054,3054,2011-09-16,0.9634,1.2032
3055,3055,2011-09-19,0.9788,1.2158
3056,3056,2011-09-20,0.9715,1.2101
3057,3057,2011-09-21,0.9795,1.2274
3058,3058,2011-09-22,1.0242,1.2837
3059,3059,2011-09-23,1.0221,1.2837
3060,3060,2011-09-26,1.0255,1.296
3061,3061,2011-09-27,1.0038,1.2604
3062,3062,2011-09-28,1.0106,1.2729
3063,3063,2011-09-29,1.0185,1.2875
3064,3064,2011-09-30,1.0263,1.3029
3065,3065,2011-10-03,1.0366,1.3116
3066,3066,2011-10-04,1.0579,1.3266
3067,3067,2011-10-05,1.0391,1.311
3068,3068,2011-10-06,1.031,1.3023
3069,3069,2011-10-07,1.016,1.2878
3071,3071,2011-10-11,1.0022,1.2778
3072,3072,2011-10-12,0.9837,1.2547
3073,3073,2011-10-13,0.9855,1.2623
3074,3074,2011-10-14,0.9713,1.2467
3075,3075,2011-10-17,0.9765,1.2538
3076,3076,2011-10-18,0.9785,1.2614
3077,3077,2011-10-19,0.9735,1.2579
3078,3078,2011-10-20,0.9816,1.2674
3079,3079,2011-10-21,0.9681,1.247
3080,3080,2011-10-24,0.9566,1.2372
3081,3081,2011-10-25,0.9572,1.2552
3082,3082,2011-10-26,0.9664,1.2617
3083,3083,2011-10-27,0.9358,1.2209
3084,3084,2011-10-28,0.934,1.2165
3085,3085,2011-10-31,0.9425,1.2315
3086,3086,2011-11-01,0.9707,1.2590000000000001
3087,3087,2011-11-02,0.9647,1.262
3088,3088,2011-11-03,0.966,1.2679
3089,3089,2011-11-04,0.9654,1.2615
3090,3090,2011-11-07,0.9672,1.2572
3091,3091,2011-11-08,0.9679,1.2579
3092,3092,2011-11-09,0.9805,1.2731
3093,3093,2011-11-10,0.9865,1.2882
3095,3095,2011-11-14,0.9811,1.2835
3096,3096,2011-11-15,0.9858,1.2999
3097,3097,2011-11-16,0.9865,1.3012
3098,3098,2011-11-17,0.9944,1.3118
3099,3099,2011-11-18,0.9964,1.32
3100,3100,2011-11-21,1.0161,1.3378
3101,3101,2011-11-22,1.0172,1.3412
3102,3102,2011-11-23,1.0324,1.3504
3104,3104,2011-11-25,1.0270000000000001,1.3483
3105,3105,2011-11-28,1.0077,1.3245
3106,3106,2011-11-29,0.9982,1.3111
3107,3107,2011-11-30,0.9762,1.2872
3108,3108,2011-12-01,0.9778,1.2855
3109,3109,2011-12-02,0.9784,1.286
3110,3110,2011-12-05,0.9711,1.2798
3111,3111,2011-12-06,0.9778,1.2858
3112,3112,2011-12-07,0.9739,1.2857
3113,3113,2011-12-08,0.9816,1.2937
3114,3114,2011-12-09,0.9814,1.2932
3115,3115,2011-12-12,0.9941,1.3129
3116,3116,2011-12-13,0.9904,1.3087
3117,3117,2011-12-14,1.0097,1.3321
3118,3118,2011-12-15,1.0064,1.3259
3119,3119,2011-12-16,1.0038,1.3119999999999998
3120,3120,2011-12-19,1.0086,1.3212
3121,3121,2011-12-20,0.9931,1.2990000000000002
3122,3122,2011-12-21,0.993,1.3031
3123,3123,2011-12-22,0.9862,1.2903
3124,3124,2011-12-23,0.9854,1.2919999999999998
3126,3126,2011-12-27,0.9843,1.2953
3127,3127,2011-12-28,0.9909,1.3004
3128,3128,2011-12-29,0.9868,1.2963
3129,3129,2011-12-30,0.9755,1.2812
3131,3131,2012-01-03,0.9634,1.2653
3132,3132,2012-01-04,0.9664,1.2697
3133,3133,2012-01-05,0.9753,1.2814
3134,3134,2012-01-06,0.977,1.2791
3135,3135,2012-01-09,0.9790000000000001,1.2739
3136,3136,2012-01-10,0.9687,1.2583
3137,3137,2012-01-11,0.9713,1.2579
3138,3138,2012-01-12,0.9698,1.2615
3139,3139,2012-01-13,0.9716,1.2621
3141,3141,2012-01-17,0.9620000000000001,1.2492
3142,3142,2012-01-18,0.9620000000000001,1.2408
3143,3143,2012-01-19,0.96,1.2467
3144,3144,2012-01-20,0.955,1.2408
3145,3145,2012-01-23,0.9493,1.2333
3146,3146,2012-01-24,0.9551,1.2356
3147,3147,2012-01-25,0.9541,1.2413
3148,3148,2012-01-26,0.9389,1.2173
3149,3149,2012-01-27,0.9394,1.2137
3150,3150,2012-01-30,0.9443,1.2197
3151,3151,2012-01-31,0.9436,1.2127
3152,3152,2012-02-01,0.9346,1.2018
3153,3153,2012-02-02,0.9329999999999999,1.1975
3154,3154,2012-02-03,0.9292,1.1962
3155,3155,2012-02-06,0.9308,1.1983
3156,3156,2012-02-07,0.9261,1.1956
3157,3157,2012-02-08,0.9272,1.1995
3158,3158,2012-02-09,0.9254,1.1953
3159,3159,2012-02-10,0.9367,1.2073
3160,3160,2012-02-13,0.9309999999999999,1.1977
3161,3161,2012-02-14,0.9354,1.2018
3162,3162,2012-02-15,0.9309,1.193
3163,3163,2012-02-16,0.9295,1.1998
3164,3164,2012-02-17,0.935,1.2009
3166,3166,2012-02-21,0.9353,1.1959
3167,3167,2012-02-22,0.9408,1.2054
3168,3168,2012-02-23,0.9356,1.1998
3169,3169,2012-02-24,0.934,1.1955
3170,3170,2012-02-27,0.929,1.1899
3171,3171,2012-02-28,0.9289,1.1937
3172,3172,2012-02-29,0.9279,1.1909
3173,3173,2012-03-01,0.9257,1.1906
3174,3174,2012-03-02,0.9305,1.2026
3175,3175,2012-03-05,0.9374,1.2171
3176,3176,2012-03-06,0.9478,1.2306
3177,3177,2012-03-07,0.9449,1.2203
3178,3178,2012-03-08,0.9418,1.2133
3179,3179,2012-03-09,0.9443,1.2168
3180,3180,2012-03-12,0.9533,1.2232
3181,3181,2012-03-13,0.9488,1.2152
3182,3182,2012-03-14,0.9573,1.2356
3183,3183,2012-03-15,0.9498,1.2203
3184,3184,2012-03-16,0.9448,1.2136
3185,3185,2012-03-19,0.9427,1.2112
3186,3186,2012-03-20,0.9537,1.2231
3187,3187,2012-03-21,0.9579,1.229
3188,3188,2012-03-22,0.9643,1.2375
3189,3189,2012-03-23,0.9564,1.2238
3190,3190,2012-03-26,0.9514,1.2182
3191,3191,2012-03-27,0.9533,1.2186
3192,3192,2012-03-28,0.9644,1.2229
3193,3193,2012-03-29,0.9684,1.2235
3194,3194,2012-03-30,0.9646,1.2195
3195,3195,2012-04-02,0.9591,1.2136
3196,3196,2012-04-03,0.9641,1.2204
3197,3197,2012-04-04,0.9751,1.2276
3198,3198,2012-04-05,0.9706,1.2261
3199,3199,2012-04-06,0.9698,1.22
3200,3200,2012-04-09,0.9691,1.2154
3201,3201,2012-04-10,0.9745,1.2297
3202,3202,2012-04-11,0.9713,1.2228
3203,3203,2012-04-12,0.9578,1.2092
3204,3204,2012-04-13,0.9641,1.2132
3205,3205,2012-04-16,0.9671,1.2212
3206,3206,2012-04-17,0.9611,1.2161
3207,3207,2012-04-18,0.9646,1.2235
3208,3208,2012-04-19,0.9674,1.227
3209,3209,2012-04-20,0.9639,1.2235
3210,3210,2012-04-23,0.971,1.2326
3211,3211,2012-04-24,0.971,1.2318
3212,3212,2012-04-25,0.9678,1.2296
3213,3213,2012-04-26,0.9631,1.2277
