,Index,Time Serie,AUSTRALIA - AUSTRALIAN DOLLAR/US$,NEW ZEALAND - NEW ZELAND DOLLAR/US$
1332,1332,2005-02-09,1.3014,1.4237
1333,1333,2005-02-10,1.2778,1.4035
1334,1334,2005-02-11,1.2734,1.4023
1335,1335,2005-02-14,1.2671,1.3972
1336,1336,2005-02-15,1.2718,1.3951
1337,1337,2005-02-16,1.2789,1.4011
1338,1338,2005-02-17,1.2686,1.3914
1339,1339,2005-02-18,1.2694,1.3799
1341,1341,2005-02-22,1.2594,1.3691
1342,1342,2005-02-23,1.2723,1.3818
1343,1343,2005-02-24,1.2705,1.3841
1344,1344,2005-02-25,1.2734,1.3885
1345,1345,2005-02-28,1.2594,1.3721
1346,1346,2005-03-01,1.2744,1.3755
1347,1347,2005-03-02,1.2765,1.3761
1348,1348,2005-03-03,1.2752,1.3731
1349,1349,2005-03-04,1.2628,1.3605
1350,1350,2005-03-07,1.2618,1.3596
1351,1351,2005-03-08,1.2541,1.3517
1352,1352,2005-03-09,1.261,1.3591
1353,1353,2005-03-10,1.2657,1.3537
1354,1354,2005-03-11,1.2601,1.3515
1355,1355,2005-03-14,1.2713,1.3559
1356,1356,2005-03-15,1.2668,1.3503
1357,1357,2005-03-16,1.2585,1.3423
1358,1358,2005-03-17,1.2602,1.3444
1359,1359,2005-03-18,1.2599,1.3428
1360,1360,2005-03-21,1.2713,1.3569
1361,1361,2005-03-22,1.2629,1.3499
1362,1362,2005-03-23,1.2908,1.3866
1363,1363,2005-03-24,1.2968,1.3994
1364,1364,2005-03-25,1.2955,1.4019
1365,1365,2005-03-28,1.3012,1.4094
1366,1366,2005-03-29,1.2962,1.4049
1367,1367,2005-03-30,1.2958,1.4069
1368,1368,2005-03-31,1.2938,1.4033
1369,1369,2005-04-01,1.2992,1.4104
1370,1370,2005-04-04,1.3038,1.4142
1371,1371,2005-04-05,1.3031,1.4126
1372,1372,2005-04-06,1.3058,1.4043
1373,1373,2005-04-07,1.3014,1.3978
1374,1374,2005-04-08,1.2943,1.3943
1375,1375,2005-04-11,1.2895,1.386
1376,1376,2005-04-12,1.2930000000000001,1.3904
1377,1377,2005-04-13,1.2825,1.3797
1378,1378,2005-04-14,1.2962,1.3866
1379,1379,2005-04-15,1.2982,1.3937
1380,1380,2005-04-18,1.3048,1.3945
1381,1381,2005-04-19,1.298,1.3862
1382,1382,2005-04-20,1.2895,1.3742
1383,1383,2005-04-21,1.2873,1.3725
1384,1384,2005-04-22,1.2789,1.3659
1385,1385,2005-04-25,1.2822,1.3712
1386,1386,2005-04-26,1.2834,1.3795
1387,1387,2005-04-27,1.288,1.3856
1388,1388,2005-04-28,1.2829,1.3716
1389,1389,2005-04-29,1.2765,1.3615
1390,1390,2005-05-02,1.2827,1.3708
1391,1391,2005-05-03,1.2925,1.3769999999999998
1392,1392,2005-05-04,1.2858,1.3665
1393,1393,2005-05-05,1.2804,1.3594
1394,1394,2005-05-06,1.2882,1.3652
1395,1395,2005-05-09,1.2935,1.368
1396,1396,2005-05-10,1.2892,1.3671
1397,1397,2005-05-11,1.2912,1.368
1398,1398,2005-05-12,1.3023,1.3899
1399,1399,2005-05-13,1.3139,1.4041
1400,1400,2005-05-16,1.3219,1.4124
1401,1401,2005-05-17,1.3201,1.4085
1402,1402,2005-05-18,1.3161,1.4041
1403,1403,2005-05-19,1.3184,1.4035
1404,1404,2005-05-20,1.3245,1.412
1405,1405,2005-05-23,1.3187,1.4098
1406,1406,2005-05-24,1.3118,1.4021
1407,1407,2005-05-25,1.3113,1.401
1408,1408,2005-05-26,1.3151,1.4055
1409,1409,2005-05-27,1.3118,1.4002
1411,1411,2005-05-31,1.3173,1.4154
1412,1412,2005-06-01,1.3337,1.4298
1413,1413,2005-06-02,1.327,1.4296
1414,1414,2005-06-03,1.3249,1.4288
1415,1415,2005-06-06,1.3074,1.4094
1416,1416,2005-06-07,1.2995,1.3986
1417,1417,2005-06-08,1.3007,1.3966
1418,1418,2005-06-09,1.3029,1.4021
1419,1419,2005-06-10,1.3115,1.4144
1420,1420,2005-06-13,1.3172,1.4205
1421,1421,2005-06-14,1.3063,1.41
1422,1422,2005-06-15,1.3021,1.4031
1423,1423,2005-06-16,1.2952,1.3978
1424,1424,2005-06-17,1.286,1.3937
1425,1425,2005-06-20,1.2875,1.3976
1426,1426,2005-06-21,1.2849,1.3961
1427,1427,2005-06-22,1.2834,1.3953
1428,1428,2005-06-23,1.2930000000000001,1.413
1429,1429,2005-06-24,1.3014,1.4168
1430,1430,2005-06-27,1.3011,1.4140000000000001
1431,1431,2005-06-28,1.3082,1.4259
1432,1432,2005-06-29,1.3115,1.431
1433,1433,2005-06-30,1.3127,1.4369999999999998
1434,1434,2005-07-01,1.3305,1.4626
1436,1436,2005-07-05,1.3481,1.4778
1437,1437,2005-07-06,1.3493,1.4804
1438,1438,2005-07-07,1.3508,1.4859
1439,1439,2005-07-08,1.3495,1.4865
1440,1440,2005-07-11,1.3373,1.473
1441,1441,2005-07-12,1.3229,1.4605
1442,1442,2005-07-13,1.3373,1.4894
1443,1443,2005-07-14,1.3301,1.4793
1444,1444,2005-07-15,1.3355,1.4843
1445,1445,2005-07-18,1.3261,1.4738
1446,1446,2005-07-19,1.3348,1.4837
1447,1447,2005-07-20,1.3263,1.483
1448,1448,2005-07-21,1.3106,1.4609
1449,1449,2005-07-22,1.3053,1.4556
1450,1450,2005-07-25,1.3101,1.4624
1451,1451,2005-07-26,1.3184,1.4643
1452,1452,2005-07-27,1.3235,1.4695
1453,1453,2005-07-28,1.3208,1.4641
1454,1454,2005-07-29,1.3168,1.4633
1455,1455,2005-08-01,1.3127,1.4607
1456,1456,2005-08-02,1.3074,1.4539
1457,1457,2005-08-03,1.2957,1.4461
1458,1458,2005-08-04,1.2922,1.4443
1459,1459,2005-08-05,1.3036,1.4503
1460,1460,2005-08-08,1.3068,1.4426
1461,1461,2005-08-09,1.3156,1.4461
1462,1462,2005-08-10,1.3089,1.4407
1463,1463,2005-08-11,1.2925,1.4180000000000001
1464,1464,2005-08-12,1.2948,1.413
1465,1465,2005-08-15,1.3016,1.4184
1466,1466,2005-08-16,1.3007,1.4205
1467,1467,2005-08-17,1.3118,1.4227
1468,1468,2005-08-18,1.3268,1.4380000000000002
1469,1469,2005-08-19,1.3324,1.4428
1470,1470,2005-08-22,1.3249,1.4349
1471,1471,2005-08-23,1.3243,1.4341
1472,1472,2005-08-24,1.3242,1.4331
1473,1473,2005-08-25,1.3158,1.4343
1474,1474,2005-08-26,1.3186,1.4343
1475,1475,2005-08-29,1.3294,1.4418
1476,1476,2005-08-30,1.3389,1.4537
1477,1477,2005-08-31,1.3308,1.4426
1478,1478,2005-09-01,1.3142,1.4239
1479,1479,2005-09-02,1.3074,1.4176
1481,1481,2005-09-06,1.3041,1.4140000000000001
1482,1482,2005-09-07,1.3014,1.4169999999999998
1483,1483,2005-09-08,1.2967,1.4178
1484,1484,2005-09-09,1.2935,1.4144
1485,1485,2005-09-12,1.2955,1.4174
1486,1486,2005-09-13,1.3026,1.4245
1487,1487,2005-09-14,1.297,1.4134
1488,1488,2005-09-15,1.3051,1.4176
1489,1489,2005-09-16,1.3045,1.4209
1490,1490,2005-09-19,1.3036,1.4265
1491,1491,2005-09-20,1.2999,1.4259
1492,1492,2005-09-21,1.2977,1.4308
1493,1493,2005-09-22,1.3101,1.4405
1494,1494,2005-09-23,1.3203,1.4567
1495,1495,2005-09-26,1.3215,1.4601
1496,1496,2005-09-27,1.3268,1.4734
1497,1497,2005-09-28,1.3207,1.4599
1498,1498,2005-09-29,1.317,1.4451
1499,1499,2005-09-30,1.3084,1.4413
1500,1500,2005-10-03,1.311,1.4468
1501,1501,2005-10-04,1.3106,1.4393
1502,1502,2005-10-05,1.3215,1.4376
1503,1503,2005-10-06,1.3207,1.4358
1504,1504,2005-10-07,1.3214,1.4368
1506,1506,2005-10-11,1.3273,1.4422
1507,1507,2005-10-12,1.3252,1.4347
1508,1508,2005-10-13,1.339,1.452
1509,1509,2005-10-14,1.327,1.4341
1510,1510,2005-10-17,1.3328,1.4351
1511,1511,2005-10-18,1.338,1.4384
1512,1512,2005-10-19,1.3362,1.4294
1513,1513,2005-10-20,1.3266,1.4241
1514,1514,2005-10-21,1.3382,1.4306
1515,1515,2005-10-24,1.3319,1.4219
1516,1516,2005-10-25,1.3231,1.4178
1517,1517,2005-10-26,1.3257,1.4241
1518,1518,2005-10-27,1.3193,1.4116
1519,1519,2005-10-28,1.3332,1.4213
1520,1520,2005-10-31,1.3369,1.4280000000000002
1521,1521,2005-11-01,1.3421,1.4325
1522,1522,2005-11-02,1.3488,1.4453
1523,1523,2005-11-03,1.3514,1.4514
1524,1524,2005-11-04,1.3665,1.4654
1525,1525,2005-11-07,1.3657,1.4732
1526,1526,2005-11-08,1.3591,1.4635
1527,1527,2005-11-09,1.3639,1.4631
1528,1528,2005-11-10,1.3682,1.4545
1530,1530,2005-11-14,1.3761,1.4708
1531,1531,2005-11-15,1.3654,1.459
1532,1532,2005-11-16,1.3686,1.4603
1533,1533,2005-11-17,1.3628,1.4543
1534,1534,2005-11-18,1.3684,1.4562
1535,1535,2005-11-21,1.3576,1.4509999999999998
1536,1536,2005-11-22,1.3598,1.4512
1537,1537,2005-11-23,1.3545,1.4413
1539,1539,2005-11-25,1.3604,1.4347
1540,1540,2005-11-28,1.3554,1.4267
1541,1541,2005-11-29,1.3532,1.4247
1542,1542,2005-11-30,1.3524,1.4231
1543,1543,2005-12-01,1.3495,1.4211
1544,1544,2005-12-02,1.339,1.4035
1545,1545,2005-12-05,1.3307,1.3891
1546,1546,2005-12-06,1.3261,1.3945
1547,1547,2005-12-07,1.339,1.4164
1548,1548,2005-12-08,1.3321,1.4257
1549,1549,2005-12-09,1.3296,1.4201
1550,1550,2005-12-12,1.3238,1.4053
1551,1551,2005-12-13,1.3254,1.4158
1552,1552,2005-12-14,1.3215,1.4142
1553,1553,2005-12-15,1.3387,1.4472
1554,1554,2005-12-16,1.3459,1.452
1555,1555,2005-12-19,1.347,1.4489
1556,1556,2005-12-20,1.3646,1.4665
1557,1557,2005-12-21,1.3659,1.4749
1558,1558,2005-12-22,1.3672,1.4881
1559,1559,2005-12-23,1.3738,1.4859
1561,1561,2005-12-27,1.3772,1.4819
1562,1562,2005-12-28,1.3697,1.4656
1563,1563,2005-12-29,1.3661,1.4663
1564,1564,2005-12-30,1.3619999999999999,1.4609
1566,1566,2006-01-03,1.3552,1.4674
1567,1567,2006-01-04,1.3396,1.4529
1568,1568,2006-01-05,1.3365,1.4545
1569,1569,2006-01-06,1.3284,1.4474
1570,1570,2006-01-09,1.3303,1.4447
1571,1571,2006-01-10,1.3351,1.4422
1572,1572,2006-01-11,1.3231,1.4343
1573,1573,2006-01-12,1.3312,1.4426
1574,1574,2006-01-13,1.3271,1.4335
1576,1576,2006-01-17,1.3303,1.4486
1577,1577,2006-01-18,1.3355,1.4556
1578,1578,2006-01-19,1.3389,1.4738
1579,1579,2006-01-20,1.3387,1.4741
1580,1580,2006-01-23,1.3293,1.4622
1581,1581,2006-01-24,1.3305,1.4665
1582,1582,2006-01-25,1.3271,1.4599
1583,1583,2006-01-26,1.3277,1.4601
1584,1584,2006-01-27,1.3301,1.4624
1585,1585,2006-01-30,1.3339,1.4663
1586,1586,2006-01-31,1.3207,1.4584
1587,1587,2006-02-01,1.3259,1.4588
1588,1588,2006-02-02,1.3249,1.4507
1589,1589,2006-02-03,1.3349,1.4558
1590,1590,2006-02-06,1.3466,1.4676
1591,1591,2006-02-07,1.3448,1.4652
1592,1592,2006-02-08,1.3526,1.4751
1593,1593,2006-02-09,1.3521,1.476
1594,1594,2006-02-10,1.3552,1.4721
1595,1595,2006-02-13,1.3521,1.4709999999999999
1596,1596,2006-02-14,1.3534,1.4843
1597,1597,2006-02-15,1.3508,1.4789
1598,1598,2006-02-16,1.355,1.4948
1599,1599,2006-02-17,1.3541,1.4984
1601,1601,2006-02-21,1.3524,1.5099
1602,1602,2006-02-22,1.3581,1.5179
1603,1603,2006-02-23,1.3519,1.5097
1604,1604,2006-02-24,1.3515,1.5083
1605,1605,2006-02-27,1.3537,1.5129
1606,1606,2006-02-28,1.3459,1.5074
1607,1607,2006-03-01,1.3461,1.5078
1608,1608,2006-03-02,1.3408,1.5035
1609,1609,2006-03-03,1.3441,1.5019999999999998
1610,1610,2006-03-06,1.3497,1.5218
1611,1611,2006-03-07,1.3631,1.5427
1612,1612,2006-03-08,1.3663,1.5408
1613,1613,2006-03-09,1.3598,1.5423
1614,1614,2006-03-10,1.368,1.5586
1615,1615,2006-03-13,1.365,1.5605
1616,1616,2006-03-14,1.3583,1.5659
1617,1617,2006-03-15,1.355,1.5504
1618,1618,2006-03-16,1.3605,1.5681
1619,1619,2006-03-17,1.3716,1.5768
1620,1620,2006-03-20,1.3845,1.5985
1621,1621,2006-03-21,1.3966,1.6064
1622,1622,2006-03-22,1.3881,1.5924
1623,1623,2006-03-23,1.3996,1.6023
1624,1624,2006-03-24,1.4071,1.6345
1625,1625,2006-03-27,1.4172,1.6493
1626,1626,2006-03-28,1.4112,1.6559
1627,1627,2006-03-29,1.4168,1.6569999999999998
1628,1628,2006-03-30,1.4006,1.6383
1629,1629,2006-03-31,1.3957,1.6223
1630,1630,2006-04-03,1.3933,1.6265
1631,1631,2006-04-04,1.3883,1.6437
1632,1632,2006-04-05,1.3768,1.6289
1633,1633,2006-04-06,1.3671,1.6271
1634,1634,2006-04-07,1.3738,1.6383
1635,1635,2006-04-10,1.3732,1.6437
1636,1636,2006-04-11,1.3648,1.6380000000000001
1637,1637,2006-04-12,1.3671,1.6265
1638,1638,2006-04-13,1.3727,1.6108
1639,1639,2006-04-14,1.3719,1.6181
1640,1640,2006-04-17,1.3559,1.6015
1641,1641,2006-04-18,1.3541,1.5929
1642,1642,2006-04-19,1.3396,1.5788
1643,1643,2006-04-20,1.3557,1.5946
1644,1644,2006-04-21,1.3434,1.578
1645,1645,2006-04-24,1.3434,1.584
1646,1646,2006-04-25,1.3412,1.6
1647,1647,2006-04-26,1.3271,1.5805
1648,1648,2006-04-27,1.3221,1.5803
1649,1649,2006-04-28,1.317,1.5704
1650,1650,2006-05-01,1.3146,1.5681
1651,1651,2006-05-02,1.3104,1.5601
1652,1652,2006-05-03,1.2968,1.5564
1653,1653,2006-05-04,1.2943,1.5559
1654,1654,2006-05-05,1.2975,1.5593
1655,1655,2006-05-08,1.2992,1.58
1656,1656,2006-05-09,1.2947,1.5924
1657,1657,2006-05-10,1.2882,1.5931
1658,1658,2006-05-11,1.2852,1.5833
1659,1659,2006-05-12,1.294,1.5896
1660,1660,2006-05-15,1.3111,1.6062
1661,1661,2006-05-16,1.3062,1.6023
1662,1662,2006-05-17,1.3168,1.6163
1663,1663,2006-05-18,1.3068,1.6044
1664,1664,2006-05-19,1.3212,1.6082
1665,1665,2006-05-22,1.3317,1.6176
1666,1666,2006-05-23,1.3252,1.6026
1667,1667,2006-05-24,1.3287,1.5865
1668,1668,2006-05-25,1.3184,1.5681
1669,1669,2006-05-26,1.3198,1.58
1671,1671,2006-05-30,1.3125,1.5652
1672,1672,2006-05-31,1.33,1.5708
1673,1673,2006-06-01,1.3369,1.5828
1674,1674,2006-06-02,1.3316,1.5855
1675,1675,2006-06-05,1.3286,1.5783
1676,1676,2006-06-06,1.3473,1.5911
1677,1677,2006-06-07,1.3473,1.5964
1678,1678,2006-06-08,1.3459,1.5952
1679,1679,2006-06-09,1.3335,1.578
1680,1680,2006-06-12,1.3394,1.5863
1681,1681,2006-06-13,1.3499,1.6046
1682,1682,2006-06-14,1.3521,1.6013
1683,1683,2006-06-15,1.3556,1.608
1684,1684,2006-06-16,1.3534,1.62
1685,1685,2006-06-19,1.3559,1.62
1686,1686,2006-06-20,1.3565,1.6113
1687,1687,2006-06-21,1.3567,1.6134
1688,1688,2006-06-22,1.3607,1.6359
1689,1689,2006-06-23,1.3671,1.6496
1690,1690,2006-06-26,1.3697,1.6551
1691,1691,2006-06-27,1.3624,1.6491
1692,1692,2006-06-28,1.3729,1.6769999999999998
1693,1693,2006-06-29,1.3669,1.6784
1694,1694,2006-06-30,1.3472,1.6380000000000001
1695,1695,2006-07-03,1.3448,1.6447
1697,1697,2006-07-05,1.3501,1.6521
1698,1698,2006-07-06,1.3407,1.6543
1699,1699,2006-07-07,1.3308,1.6407
1700,1700,2006-07-10,1.3362,1.6369
1701,1701,2006-07-11,1.3287,1.6268
1702,1702,2006-07-12,1.327,1.625
1703,1703,2006-07-13,1.3264,1.6155
1704,1704,2006-07-14,1.3261,1.6111
1705,1705,2006-07-17,1.3346,1.6067
1706,1706,2006-07-18,1.3398,1.5977
1707,1707,2006-07-19,1.3359999999999999,1.6051
1708,1708,2006-07-20,1.3305,1.6044
1709,1709,2006-07-21,1.3282,1.5987
1710,1710,2006-07-24,1.327,1.6051
1711,1711,2006-07-25,1.3282,1.6005
1712,1712,2006-07-26,1.3168,1.6
1713,1713,2006-07-27,1.3087,1.6113
1714,1714,2006-07-28,1.305,1.6197
1715,1715,2006-07-31,1.3048,1.6221
1716,1716,2006-08-01,1.3103,1.6158
1717,1717,2006-08-02,1.3091,1.6119
1718,1718,2006-08-03,1.3158,1.6159999999999999
1719,1719,2006-08-04,1.3058,1.6015
1720,1720,2006-08-07,1.3094,1.6018
1721,1721,2006-08-08,1.3142,1.5977
1722,1722,2006-08-09,1.3043,1.585
1723,1723,2006-08-10,1.3036,1.5785
1724,1724,2006-08-11,1.3033,1.5748
1725,1725,2006-08-14,1.3159999999999998,1.5835
1726,1726,2006-08-15,1.3074,1.5765
1727,1727,2006-08-16,1.2989,1.5555
1728,1728,2006-08-17,1.3091,1.5569
1729,1729,2006-08-18,1.3194,1.564
1730,1730,2006-08-21,1.3089,1.5586
1731,1731,2006-08-22,1.3115,1.5669
1732,1732,2006-08-23,1.311,1.5613
1733,1733,2006-08-24,1.3103,1.5694
1734,1734,2006-08-25,1.3214,1.5728
1735,1735,2006-08-28,1.3182,1.5657
1736,1736,2006-08-29,1.3146,1.5588
1737,1737,2006-08-30,1.308,1.538
1738,1738,2006-08-31,1.3106,1.5279
1739,1739,2006-09-01,1.305,1.5267
1741,1741,2006-09-05,1.298,1.5458
1742,1742,2006-09-06,1.3057,1.5419999999999998
1743,1743,2006-09-07,1.3158,1.5425
1744,1744,2006-09-08,1.3263,1.5699
1745,1745,2006-09-11,1.3316,1.5649
1746,1746,2006-09-12,1.3284,1.554
1747,1747,2006-09-13,1.3268,1.5485
1748,1748,2006-09-14,1.3249,1.5131
1749,1749,2006-09-15,1.3303,1.5085
1750,1750,2006-09-18,1.3268,1.5026
1751,1751,2006-09-19,1.3264,1.5078
1752,1752,2006-09-20,1.3256,1.5106
1753,1753,2006-09-21,1.3228,1.511
1754,1754,2006-09-22,1.331,1.5161
1755,1755,2006-09-25,1.3303,1.4957
1756,1756,2006-09-26,1.331,1.5002
1757,1757,2006-09-27,1.3342,1.5209
1758,1758,2006-09-28,1.3356,1.5244
1759,1759,2006-09-29,1.3403,1.5314
1760,1760,2006-10-02,1.3362,1.5211
1761,1761,2006-10-03,1.3437,1.5161
1762,1762,2006-10-04,1.3446,1.5106
1763,1763,2006-10-05,1.3425,1.5069
1764,1764,2006-10-06,1.3452,1.5158
1766,1766,2006-10-10,1.3437,1.5152
1767,1767,2006-10-11,1.3434,1.5124
1768,1768,2006-10-12,1.3321,1.5147
1769,1769,2006-10-13,1.3323,1.5214
1770,1770,2006-10-16,1.3268,1.5191
1771,1771,2006-10-17,1.3263,1.5019999999999998
1772,1772,2006-10-18,1.3266,1.5067
1773,1773,2006-10-19,1.3182,1.4977
1774,1774,2006-10-20,1.3193,1.4979
1775,1775,2006-10-23,1.32,1.5085
1776,1776,2006-10-24,1.3186,1.5088
1777,1777,2006-10-25,1.3153,1.5131
1778,1778,2006-10-26,1.3122,1.5267
1779,1779,2006-10-27,1.3012,1.5106
1780,1780,2006-10-30,1.3001,1.5026
1781,1781,2006-10-31,1.2915,1.4909999999999999
1782,1782,2006-11-01,1.29,1.4852
1783,1783,2006-11-02,1.2918,1.4837
1784,1784,2006-11-03,1.2989,1.4925
1785,1785,2006-11-06,1.2975,1.4963
1786,1786,2006-11-07,1.2887,1.4883
1787,1787,2006-11-08,1.2975,1.4968
1788,1788,2006-11-09,1.3007,1.5035
1789,1789,2006-11-10,1.3033,1.5011
1790,1790,2006-11-13,1.3108,1.5161
1791,1791,2006-11-14,1.3062,1.5152
1792,1792,2006-11-15,1.3084,1.5168
1793,1793,2006-11-16,1.3016,1.5031
1794,1794,2006-11-17,1.3011,1.5065
1795,1795,2006-11-20,1.3017,1.4968
1796,1796,2006-11-21,1.2999,1.4948
1797,1797,2006-11-22,1.2890000000000001,1.4883
1799,1799,2006-11-24,1.285,1.4899
1800,1800,2006-11-27,1.2845,1.493
1801,1801,2006-11-28,1.278,1.4786
1802,1802,2006-11-29,1.2762,1.4719
1803,1803,2006-11-30,1.2665,1.4599
1804,1804,2006-12-01,1.2636,1.4613
1805,1805,2006-12-04,1.2668,1.4480000000000002
1806,1806,2006-12-05,1.2718,1.4569
1807,1807,2006-12-06,1.2697,1.4601
1808,1808,2006-12-07,1.2644,1.4478
1809,1809,2006-12-08,1.2721,1.4495
1810,1810,2006-12-11,1.2753,1.4529
1811,1811,2006-12-12,1.2745,1.4484
1812,1812,2006-12-13,1.2711,1.4482
1813,1813,2006-12-14,1.2755,1.4484
1814,1814,2006-12-15,1.2778,1.4478
1815,1815,2006-12-18,1.2829,1.4495
1816,1816,2006-12-19,1.275,1.4393
1817,1817,2006-12-20,1.2724,1.4378
1818,1818,2006-12-21,1.2736,1.4358
1819,1819,2006-12-22,1.2771,1.4296
1821,1821,2006-12-26,1.2773,1.4278
1822,1822,2006-12-27,1.2753,1.4235
1823,1823,2006-12-28,1.2689,1.4169999999999998
1824,1824,2006-12-29,1.2684,1.4192
1826,1826,2007-01-02,1.2563,1.4116
1827,1827,2007-01-03,1.2636,1.4180000000000001
1828,1828,2007-01-04,1.2724,1.4325
1829,1829,2007-01-05,1.2825,1.4548
1830,1830,2007-01-08,1.2799,1.4535
1831,1831,2007-01-09,1.2829,1.4501
1832,1832,2007-01-10,1.2877,1.4548
1833,1833,2007-01-11,1.2783,1.4434
1834,1834,2007-01-12,1.2778,1.4461
1836,1836,2007-01-16,1.2778,1.4399
1837,1837,2007-01-17,1.2715,1.4472
1838,1838,2007-01-18,1.2681,1.4399
1839,1839,2007-01-19,1.2671,1.4378
1840,1840,2007-01-22,1.2669,1.4298
1841,1841,2007-01-23,1.2625,1.4241
1842,1842,2007-01-24,1.2791,1.4355
1843,1843,2007-01-25,1.2863,1.4292
1844,1844,2007-01-26,1.2947,1.4386
1845,1845,2007-01-29,1.2943,1.4337
1846,1846,2007-01-30,1.2947,1.4514
1847,1847,2007-01-31,1.2919999999999998,1.4586
1848,1848,2007-02-01,1.291,1.4674
1849,1849,2007-02-02,1.2908,1.4709999999999999
1850,1850,2007-02-05,1.2872,1.4628
1851,1851,2007-02-06,1.2872,1.4708
1852,1852,2007-02-07,1.2844,1.4594
1853,1853,2007-02-08,1.2801,1.4571
1854,1854,2007-02-09,1.2878,1.4626
1855,1855,2007-02-12,1.2943,1.459
1856,1856,2007-02-13,1.2863,1.4516
1857,1857,2007-02-14,1.2767,1.4399
1858,1858,2007-02-15,1.2744,1.4409
1859,1859,2007-02-16,1.271,1.4337
1861,1861,2007-02-20,1.2736,1.4276
1862,1862,2007-02-21,1.266,1.416
1863,1863,2007-02-22,1.2666,1.4174
1864,1864,2007-02-23,1.2626,1.415
1865,1865,2007-02-26,1.2609,1.4086
1866,1866,2007-02-27,1.2606,1.4196
1867,1867,2007-02-28,1.2671,1.4261
1868,1868,2007-03-01,1.2718,1.4403
1869,1869,2007-03-02,1.2765,1.4524
1870,1870,2007-03-05,1.294,1.4745
1871,1871,2007-03-06,1.2925,1.4691
1872,1872,2007-03-07,1.2878,1.4622
1873,1873,2007-03-08,1.2890000000000001,1.4599
1874,1874,2007-03-09,1.2811,1.4461
1875,1875,2007-03-12,1.2757,1.4426
1876,1876,2007-03-13,1.2705,1.4337
1877,1877,2007-03-14,1.2723,1.4489
1878,1878,2007-03-15,1.2684,1.4393
1879,1879,2007-03-16,1.2582,1.4333
1880,1880,2007-03-19,1.2506,1.4243
1881,1881,2007-03-20,1.2475,1.4198
1882,1882,2007-03-21,1.2477,1.4194
1883,1883,2007-03-22,1.2372,1.3994
1884,1884,2007-03-23,1.2404,1.4037
1885,1885,2007-03-26,1.235,1.3963
1886,1886,2007-03-27,1.2362,1.392
1887,1887,2007-03-28,1.2401,1.4071
1888,1888,2007-03-29,1.2379,1.3996
1889,1889,2007-03-30,1.234,1.3969999999999998
1890,1890,2007-04-02,1.2246,1.3862
1891,1891,2007-04-03,1.2299,1.3872
1892,1892,2007-04-04,1.2225,1.3879
1893,1893,2007-04-05,1.2206,1.3831
1894,1894,2007-04-06,1.2229,1.3848
1895,1895,2007-04-09,1.2244,1.3879
1896,1896,2007-04-10,1.2121,1.3716
1897,1897,2007-04-11,1.2108,1.3731
1898,1898,2007-04-12,1.2083,1.3725
1899,1899,2007-04-13,1.2011,1.3559
1900,1900,2007-04-16,1.2009,1.3497
1901,1901,2007-04-17,1.1952,1.3434
1902,1902,2007-04-18,1.1972,1.3455
1903,1903,2007-04-19,1.1967,1.3443
1904,1904,2007-04-20,1.1957,1.3401
1905,1905,2007-04-23,1.1992,1.3401
1906,1906,2007-04-24,1.2071,1.3466
1907,1907,2007-04-25,1.2,1.3419
1908,1908,2007-04-26,1.2115,1.3563
1909,1909,2007-04-27,1.2032,1.3495
1910,1910,2007-04-30,1.2011,1.3468
1911,1911,2007-05-01,1.2067,1.3483
1912,1912,2007-05-02,1.2126,1.3537
1913,1913,2007-05-03,1.2134,1.3581
1914,1914,2007-05-04,1.2185,1.36
1915,1915,2007-05-07,1.2115,1.3556
1916,1916,2007-05-08,1.2082,1.3565
1917,1917,2007-05-09,1.207,1.3615
1918,1918,2007-05-10,1.2019,1.365
1919,1919,2007-05-11,1.2011,1.3619999999999999
1920,1920,2007-05-14,1.2,1.3543
1921,1921,2007-05-15,1.1979,1.3537
1922,1922,2007-05-16,1.2124,1.3637
1923,1923,2007-05-17,1.2167,1.3689
1924,1924,2007-05-18,1.2121,1.368
1925,1925,2007-05-21,1.2195,1.371
1926,1926,2007-05-22,1.2176,1.3746
1927,1927,2007-05-23,1.2127,1.3676
1928,1928,2007-05-24,1.2185,1.3791
1929,1929,2007-05-25,1.2209999999999999,1.3761
1931,1931,2007-05-29,1.2192,1.3719
1932,1932,2007-05-30,1.2165,1.3691
1933,1933,2007-05-31,1.2089,1.3578
1934,1934,2007-06-01,1.2029,1.3452
1935,1935,2007-06-04,1.1989,1.3382
1936,1936,2007-06-05,1.1946,1.3305
1937,1937,2007-06-06,1.1893,1.3323
1938,1938,2007-06-07,1.1839,1.3238
1939,1939,2007-06-08,1.1867,1.3219
1940,1940,2007-06-11,1.1868,1.3346
1941,1941,2007-06-12,1.185,1.3298
1942,1942,2007-06-13,1.1902,1.3326
1943,1943,2007-06-14,1.1977,1.3330000000000002
1944,1944,2007-06-15,1.1905,1.3275
1945,1945,2007-06-18,1.1875,1.3263
1946,1946,2007-06-19,1.182,1.3194
1947,1947,2007-06-20,1.1823,1.3111
1948,1948,2007-06-21,1.1809,1.3122
1949,1949,2007-06-22,1.179,1.3038
1950,1950,2007-06-25,1.1792,1.305
1951,1951,2007-06-26,1.1801,1.3041
1952,1952,2007-06-27,1.194,1.3177
1953,1953,2007-06-28,1.1819,1.2999
1954,1954,2007-06-29,1.1777,1.2937
1955,1955,2007-07-02,1.1633,1.2771
